id,metric,value,moe,state_id,dataset_id
241,Stroke among adults >= 18,4,0.965178571428571,36,45
242,Diabetes among adults >= 18,10.1,1.13303571428571,36,45
243,Current asthma among adults >= 18,10.1,1.30089285714286,36,45
244,Mental health not good for >= 14 days among adults >= 18,14.8,1.51071428571429,36,45
245,COPD among adults >= 18,5.3,0.377678571428571,40,45
246,Cancer (excluding skin cancer) among adults >= 18,7.5,0.419642857142857,40,45
247,Coronary heart disease among adults >= 18,4.3,0.335714285714286,40,45
248,Stroke among adults >= 18,2.8,0.251785714285714,40,45
249,Diabetes among adults >= 18,11.3,0.5875,40,45
250,Current asthma among adults >= 18,10.3,0.5875,40,45
251,Mental health not good for >= 14 days among adults >= 18,15.4,0.671428571428571,40,45
252,COPD among adults >= 18,9.5,0.545535714285714,42,45
253,Cancer (excluding skin cancer) among adults >= 18,9.1,0.503571428571428,42,45
254,Coronary heart disease among adults >= 18,5.6,0.419642857142857,42,45
255,Stroke among adults >= 18,4.3,0.335714285714286,42,45
256,Diabetes among adults >= 18,13,0.629464285714286,42,45
257,Current asthma among adults >= 18,11.4,0.629464285714286,42,45
258,Mental health not good for >= 14 days among adults >= 18,18.3,0.79732142857143,42,45
259,COPD among adults >= 18,8.2,0.671428571428571,43,45
260,Cancer (excluding skin cancer) among adults >= 18,6.8,0.545535714285714,43,45
261,Coronary heart disease among adults >= 18,5.3,0.461607142857143,43,45
262,Stroke among adults >= 18,4.3,0.461607142857143,43,45
263,Diabetes among adults >= 18,13.3,0.797321428571428,43,45
264,Current asthma among adults >= 18,12.3,0.88125,43,45
265,Mental health not good for >= 14 days among adults >= 18,18.1,1.04910714285714,43,45
266,COPD among adults >= 18,6.6,0.671428571428572,44,45
267,Cancer (excluding skin cancer) among adults >= 18,9.1,0.755357142857143,44,45
268,Coronary heart disease among adults >= 18,4.4,0.545535714285714,44,45
269,Stroke among adults >= 18,3.9,0.503571428571429,44,45
270,Diabetes among adults >= 18,10.3,0.88125,44,45
271,Current asthma among adults >= 18,11.5,0.839285714285714,44,45
272,Mental health not good for >= 14 days among adults >= 18,17.8,1.00714285714286,44,45
273,COPD among adults >= 18,7.5,0.965178571428571,45,45
274,Cancer (excluding skin cancer) among adults >= 18,9.2,1.04910714285714,45,45
275,Coronary heart disease among adults >= 18,4.7,0.88125,45,45
276,Stroke among adults >= 18,4.3,0.797321428571429,45,45
277,Diabetes among adults >= 18,11.5,1.21696428571429,45,45
278,Current asthma among adults >= 18,10.1,1.09107142857143,45,45
279,Mental health not good for >= 14 days among adults >= 18,14.9,1.30089285714286,45,45
280,COPD among adults >= 18,5.1,0.671428571428572,,45
281,Cancer (excluding skin cancer) among adults >= 18,5.7,0.629464285714286,,45
282,Coronary heart disease among adults >= 18,5.1,0.5875,,45
283,Stroke among adults >= 18,2.1,0.419642857142857,,45
284,Diabetes among adults >= 18,17.7,1.13303571428572,,45
285,Current asthma among adults >= 18,12.2,1.00714285714286,,45
286,Mental health not good for >= 14 days among adults >= 18,14.1,1.09107142857143,,45
287,COPD among adults >= 18,6.8,0.713392857142857,3,45
288,Cancer (excluding skin cancer) among adults >= 18,8.6,0.713392857142857,3,45
289,Coronary heart disease among adults >= 18,4.4,0.545535714285714,3,45
290,Stroke among adults >= 18,2.6,0.461607142857143,3,45
291,Diabetes among adults >= 18,11.5,0.839285714285714,3,45
292,Current asthma among adults >= 18,13.3,1.04910714285714,3,45
293,Mental health not good for >= 14 days among adults >= 18,15.5,1.175,3,45
294,COPD among adults >= 18,7.7,0.5875,46,45
295,Cancer (excluding skin cancer) among adults >= 18,9,0.545535714285714,46,45
296,Coronary heart disease among adults >= 18,5,0.461607142857143,46,45
297,Stroke among adults >= 18,3.8,0.377678571428572,46,45
298,Diabetes among adults >= 18,12.9,0.671428571428571,46,45
299,Current asthma among adults >= 18,9,0.629464285714286,46,45
300,Mental health not good for >= 14 days among adults >= 18,15.7,0.923214285714286,46,45
301,COPD among adults >= 18,6.9,1.59464285714286,47,45
302,Cancer (excluding skin cancer) among adults >= 18,6.9,0.923214285714286,47,45
